last_price,volume,ticker,amount,vol_per_trade,exchange_percent,pe_ratio,liquid_asset,total_asset,pb_ratio
24.36000061,14776,002049,3592.229492,7,1.67775631,60.14814758,21.45509529,58.89103317,5.518054008
8.859999657,44606,002050,3907.311279,16,0.773134589,14.2903223,51.11833572,52.69372177,1.89316237
30.45000076,6764,002051,2067.523682,6,0.140600309,32.39361954,146.4897461,174.4510956,6.707048893
9.699999809,91159,002052,8629.085938,42,3.501132965,97,25.25658798,33.12353897,2.912912846
7.5,22472,002053,1671.383423,14,1.209147215,-8.542140961,13.93883228,13.93883228,1.554404259
7.400000095,49442,002054,3614.91748,21,2.059568405,30.83333397,17.76469231,23.89684296,1.73302114
6.519999981,57662,002055,3728.566406,18,1.434342384,30.61032867,26.21108437,26.7608242,2.423701763
14.18000031,20674,002056,2917.493164,8,0.503151715,44.31250381,58.26528168,58.26562119,1.969444513
12.39000034,11762,002057,1443.539795,9,1.400238037,619.500061,10.4076004,12.35169029,2.503030539
6.659999847,15726,002058,1033.308105,14,1.271815658,-475.7142639,8.235356331,8.307523727,4.469798565
8.569999695,10204,002059,867.5390015,11,1.266633511,262.8834229,6.903991699,18.42549896,3.261283159
5.139999866,83707,002060,4280.241699,26,1.667270899,36.71428299,20.50218391,25.80612564,1.095948815
8.579999924,29007,002061,2459.375732,14,2.072224617,13.03951359,12.01028347,12.01028347,2.0825243
5.159999847,49080,002062,2509.970703,21,1.070703983,23.45454407,23.65336227,29.02499962,1.554216862
15.52999973,27722,002063,4294.829102,8,0.834371686,30.42711639,51.598423,68.62756348,6.636752129
4.820000172,21155,002064,1012.874573,18,0.319648862,-60.25000381,31.90000534,35.59088135,2.211009264
18.04000092,23135,002065,4135.875977,6,0.391693741,21.21853828,106.5530319,124.4700928,3.840586185
5.510000229,21007,002066,1146.65332,19,0.913665652,100.5474472,12.66865349,12.72810078,2.135658979
2.180000067,245300,002067,5284.368164,62,2.553824902,36.33333588,20.93946838,23.84813309,0.412878782
6.949999809,69533,002068,4790.732422,16,1.449540377,21.71875,33.33889008,33.33909225,2.363945484
17.86000061,29203,002069,5185.647949,6,0.427983105,40.59091187,121.8676605,127.0046234,4.906593323
10.14000034,101544,002070,10106.86816,16,2.928618908,74.34017944,35.15901184,49.55013657,4.242677689
5.849999905,10121,002071,591.7487793,15,0.561778426,153.9473724,10.53942966,10.7651701,3.015463829
5.53000021,11990,002072,659.7833252,25,0.915267169,-43.88888931,7.244300365,9.732800484,4.808695793
8.289999962,104854,002073,8535.847656,14,1.738987684,31.88461685,49.98545074,61.54205704,2.036854982
0,0,002074,0,,0,0,0,0,0
3.859999895,12213,002075,469.8034058,23,0.308409095,96.5,15.28559971,60.84384537,2.608108044
6.789999962,12228,002076,825.8311768,14,1.059343338,118.7062912,7.838090897,12.51197338,3.21800971
5.53000021,9514,002077,521.6992798,14,0.389950007,23.04166794,13.49212742,13.93560028,1.696319103
4.809999943,21516,002078,1033.095459,23,0.21413216,21.86363602,48.33114243,48.33137512,1.211586833
4.949999809,34212,002079,1685.209595,22,0.526427567,65.13157654,32.16979218,35.7914505,2.981927633
8.630000114,20143,002080,1725.588257,13,1.28315711,28.20261574,13.5479269,34.52000046,1.508741379
38.11999893,41423,002081,15656.25,5,0.620290518,35.69956589,254.567749,296.3336182,8.663636208
6.980000019,13404,002082,929.2515869,12,0.796245694,19.38888741,11.75042534,16.61240005,1.593607306
3.690000057,32463,002083,1193.478149,20,0.412621558,20.5,29.03114891,34.63002014,1.178913713
4.849999905,51061,002084,2473.540283,22,1.38324213,63.64829254,17.903368,17.903368,2.397311211
0,0,002085,0,,0,0,0,0,0
13.06000042,181554,002086,23844.91016,19,7.685801506,42.37508392,30.85073853,31.84681129,2.560282469
3.450000048,21751,002087,747.0189819,27,0.649943233,21.72544098,11.54602242,17.93166542,1.020709991
8.840000153,6097,002088,535.2014771,11,0.303620338,31.5714283,17.75196648,20.68370819,1.478260875
0,0,002089,0,,0,0,0,0,0
7.559999943,9616,002090,720.6362915,13,0.519278526,38.14328766,14.00018215,15.42239952,2.920723438
8.510000229,26907,002091,2280.240479,18,0.776469588,17.02000046,29.49042702,30.63600159,2.745161533
7.880000114,110308,002092,8558.069336,16,1.147977352,52.53333282,75.71867371,90.96199036,1.275080919
4.940000057,132351,002093,6494.368164,22,1.549795628,36.3770256,42.18759155,42.73099899,3.745545626
8.770000458,36512,002094,3196.719727,19,1.134230018,68.515625,28.23208809,28.23208809,5.380368233
12.59000015,9742,002095,1218.28894,9,0.606071889,48.42308044,20.2372551,20.39579964,4.49642849
11.39000034,24346,002096,2754.784424,13,0.922686279,35.59375,30.05367851,30.11518288,5.322429657
7.25,40583,002097,2926.590332,15,1.36157155,46.35549927,21.60938644,29.83012581,1.768292665
7.599999905,48915,002098,3698.465088,20,3.155806541,29.23077011,11.77999973,11.77999973,1.989528775
7.489999771,46403,002099,3456.205078,16,1.800799489,17.83333397,19.30030632,24.30430031,3.214592218
10.21000004,45553,002100,4554.669434,17,1.572528362,25.52499962,29.57713509,30.09478188,2.597964287
9.699999809,15844,002101,1531.753174,12,0.966097534,17.3214283,15.90799999,15.90799999,1.672413707
